	hindi_word
3694	चोटफेंट,
3695	चोबा,
3696	चोरकर्म,
3697	चोरदरवाजा,
3698	चोरद्वार,
3699	चोरबाज़ार,
3700	चोरबाज़ारिया,
3701	चोरबाज़ारी,
3702	चोरी कर,
3703	चोरी से रख,
3704	चोरीचोरी,
3705	चौ पहिया छकड़ा,
3706	चौंक जा,
3707	चौंका हुआ,
3708	चौंकानेवाला,
3709	चौंरी,
3710	चौकिदार,
3711	चौकिदारी,
3712	चौकी दौड़,
3713	चौगड्डा,
3714	चौड़ा कर,
3715	चौडाई,
3716	चौड्zई,
3717	चौधरी,
3718	चौधरीपन,
3719	चौधरीपना,
3720	चौपन्ना,
3721	चौपेजी,
3722	चौबच्चा,
3723	चौमुखा,
3724	चौरंगा,
3725	चौर्य,
3726	चौर्यकर्म,
3727	चौर्यवृत्ति,
3728	चौहद्दी,
3729	चौहरा,
3730	च्युतति,
3731	छँछा,
3732	छंदबंद,
3733	छका,
3734	छक्कापंजा,
3735	छगरा,
3736	छगुना,
3737	छछूअZदर,
3738	छटनी करना,
3739	छटपट,
3740	छटपटा,
3741	छटरी,
3742	छड,
3743	छड़ीबरदार,
3744	छत पाट,
3745	छतद्वार,
3746	छतनार,
3747	छतरी सैनिक,
3748	छतरीदार,
3749	छत्रच्छाया,
3750	छत्रधर,
3751	छत्रधारी,
3752	छत्रपति,
3753	छदमावरण कर,
3754	छद्मनाम,
3755	छद्मरुपी,
3756	छद्मवेश,
3757	छद्मावरण,
3758	छनक,
3759	छनछन,
3760	छन्द शास्त्र,
3761	छपक,
3762	छपछप,
3763	छपछपा,
3764	छपरबंदी,
3765	छपाक,
3766	छप्पय,
3767	छप्पर डाल,
3768	छप्परबंदी,
3769	छमासी,
3770	छलक,
3771	छलका,
3772	छलघात,
3773	छलघाती,
3774	छलछंदी,
3775	छलांग लगा,
3776	छलावरण,
3777	छहरा,
3778	छाZट,
3779	छाँटन,
3780	छाड़ख़ानी,
3781	छात्र काल,
3782	छात्रत्व,
3783	छात्रा,
3784	छान डाल,
3785	छान मार,
3786	छाननाफटक,
3787	छानबीन कर,
3788	छानबीन करआ,
3789	छापा मार,
3790	छापा मारा,
3791	छापाखाना,
3792	छायांकन,
3793	छायादर,
3794	छायाभास,
3795	छायामय,
3796	छाल ऊतारना,
3797	छिंक,
3798	छिः,
3799	छिछला स्थान,
3800	छिट,
3801	छिटक,
3802	छिटका,
3803	छिटपुट करना,
3804	छिड़,
3805	छिड़का,
3806	छितरा,
3807	छिदरा,
3808	छिद्रदर्शी,
3809	छिद्रान्वेवणषी,
3810	छिद्रान्वेषण कर,
3811	छिन्न भिन्न करना या हो जा,
3812	छिन्नभिन्न,
3813	छिप कर बैठ,
3814	छिप,
3815	छिपकर,
3816	छिपना दुबक,
3817	छिपी हुई दिक्कत,
3818	छियासठवाँ,
3819	छियासीवाँ,
3820	छिलका उतार,
3821	छिहत्तरवाँ,
3822	छीZ,
3823	छींटे ड़ाल,
3824	छींटे डालना,
3825	छीछालेद,
3826	छीछालेदार,
3827	छीजन,
3828	छीदा,
3829	छीद्रिल,
3830	छीन ले,
3831	छीन लेना,
3832	छीना-झपटी,
3833	छीलका,
3834	छीलते,
3835	छुआछूत,
3836	छुटपन,
3837	छुटबैया,
3838	छुटौती,
3839	छुट्टा पैसा,
3840	छुड़ा,
3841	छुडा,
3842	छुतहा,
3843	छुतहापन,
3844	छुहारा,
3845	छू जा,
3846	छूछा,
3847	छूट जा,
3848	छूट दे,
3849	छूट देना कम कर,
3850	छूत के रोगों का विष,
3851	छूत से लगनेवाला,
3852	छूत-छात,
3853	छूमंतर,
3854	छेंड़,
3855	छेड,
3856	छेड़,
3857	छेद कर,
3858	छेद करना या भेद,
3859	छेद करने वाली मशीन,
3860	छेद बना,
3861	छेदित कर,
3862	छेदों की कतार,
3863	छोटा अंश,
3864	छोटा कर,
3865	छोटा काम,
3866	छोटा चप्पू,
3867	छोटा छेद,
3868	छोटा छोटा काट,
3869	छोटा टुकड़ा,
3870	छोटा पर्वत जो बड़े पर्वत के आधार में हो,
3871	छोटा बच्चा या जानवर,
3872	छोटा मधुर गाना,
3873	छोटा मोटा सामान,
3874	छोटा रसोई घर,
3875	छोटा रस्ता,
3876	छोटा संगणक,
3877	छोटा सजा हुआ केक,
3878	छोटा सा गाँव,
3879	छोटी इमारत,
3880	छोटी छोटी नालियाँ बनाना,
3881	छोटी तरंग,
3882	छोटी तुच्छ बातों की शिकायत कर,
3883	छोटी नदी,
3884	छोटी नाव या जहाज,
3885	छोटी पुस्तक,
3886	छोटी मोटी धनराशि,
3887	छोटी लकड़ी की नाँव,
3888	छोटी सी ड़िबीया,
3889	छोटी सी लेख,
3890	छोटी,
3891	छोटे कदम रखकर दौड,
3892	छोटे टुकड़ों में काट,
3893	छोटे टुकडों में कटे मोMस के गोले,
3894	छोटे पत्थर,
3895	छोटे पेड़ों को हरा रखने का घर,
3896	छोटे बाल,
3897	छोटे से छोटे,
3898	छोड जा,
3899	छोड,
3900	छोड़ जा,
3901	छोड़ दे,
3902	छोड़,
3903	छौटा,
3904	जँच,
3905	जँबूरा,
3906	जँभा,
3907	जँभाई ले,
3908	जं,
3909	जंग लग,
3910	जंगदार,
3911	जंगबाज़,
3912	जंगल से भरा हुआ,
3913	जंगलीपन,
3914	जंजलिया,
3915	जंतरमंतर,
3916	जंतरी,
3917	जंबूर,
3918	जईफ़,
3919	जईफ़फ़ी,
3920	जकात,
3921	जख़्म,
3922	जगती,
3923	जगमग,
3924	जगमगा,
3925	जगह दे,
3926	जगहदार,
3927	जगा,
3928	जघन्य,
3929	जजमानी,
3930	जज़्ब,
3931	जजी,
3932	जड,
3933	जड़ पकड़,
3934	जड़त,
3935	जड़बुद्धि,
3936	जड़बुद्धिता,
3937	जड़बुद्धिवाला,
3938	जड़वादिता,
3939	जड़वादी,
3940	जड़ात्मवाद,
3941	जड़ात्मवाददी,
3942	जड़िमा,
3943	जड़ीभूत,
3944	जड़ें खोज निकाल,
3945	जन-शक्ति,
3946	जन-संख्या,
3947	जनजागरण,
3948	जनतंत्रवाद,
3949	जननक्षमता,
3950	जनमत संग्रह,
3951	जनवादी,
3952	जनशक्ति,
3953	जनसांख्यिकीय,
3954	जनाकीर्ण,
3955	जनोत्तेजक नेता,
3956	जनोत्तेजक,
3957	जन्म दे,
3958	जन्म-दाता,
3959	जन्म-दात्री,
3960	जन्म-दिन-दिवस,
3961	जन्म-पत्री,
3962	जन्म-स्थान,
3963	जप कर,
3964	जप-तप,
3965	जपतप,
3966	जफ़ा,
3967	जबड़ातोड़,
3968	जबरदस्ती उत्पन्न कर,
3969	जमा कर,
3970	जमा दे,
3971	जमाख़ातीर,
3972	जमाख़ोरी,
3973	जमाजथा,
3974	जम्हा,
3975	जयमाल,
3976	जयमाला,
3977	जरनैल,
3978	जराग्रस्त,
3979	जरायमपेशा,
3980	जरासीम,
3981	जरूरत हो,
3982	जर्जरता,
3983	जर्म,
3984	जर्राहही,
3985	जल तथा स्थल में रहने वाला जन्तु,
3986	जल मिश्रण,
3987	जल रोकनेवाला,
3988	जल रोधक,
3989	जल-निकास,
3990	जल-प्रपात,
3991	जल-वायु,
3992	जलअपघटन,
3993	जलकपाट,
3994	जलकर,
3995	जलकुक्कुट,
3996	जलकुण्ड,
3997	जलकूप,
3998	जलकृषि,
3999	जलडमरुमध्य,
4000	जलता,
4001	जलत्रास,
4002	जलदी,
4003	जलने का घाव,
4004	जलपत्ती,
4005	जलप्रलय,
4006	जलप्लावन,
4007	जलमंडल,
4008	जलमान,
4009	जलयात्रा कर,
4010	जलयात्रा,
4011	जललेख,
4012	जलवायुविज्ञान,
4013	जलविज्ञान,
4014	जलविद्या,
4015	जलसंत्रास,
4016	जलसंधि,
4017	जलसर्वेक्षण,
4018	जलसह,
4019	जला हुआ,
4020	जलागार,
4021	जलाधार,
4022	जलाने की लकड़ी,
4023	जलाल,
4024	जलावतन,
4025	जली-कटी,
4026	जलोढ़क,
4027	जलोदर,
4028	जल्दबाज़ी कर,
4029	जल्दी और आवाज़ करके खा,
4030	जल्दी कर,
4031	जल्दी दौड़,
4032	जवाब दे,
4033	जवाबसवाल,
4034	जस्ती,
4035	जहाँ मेवा बहुतायात हो,
4036	जहाज का रसोईघर,
4037	जहाज जिस पर से व्हेल का शिकार करते हैं,
4038	जहाज या रेलगाड़ी पर लदा हुआ माल,
4039	जहाज़ के झण्डों आदि की देखभाल करनेवाला अधिकारी,
4040	जहाज़ या नाव खेने लायक,
4041	जहाज़ से भेज,
4042	जहाज़रान,
4043	जहाज़ी घाट,
4044	जहाज़ी माल,
4045	जहाज़ों का बेड़ा,
4046	जहाजी बेड़ा,
4047	ज़ंजीर,
4048	ज़ख़ीरारेबाज़,
4049	ज़ख़ीरेबाज़,
4050	ज़ख़ीरेबाज़ी,
4051	ज़ख्मी,
4052	ज़नाना,
4053	ज़नानापन,
4054	ज़बरदस्तस्ती,
4055	ज़बह,
4056	ज़बानदराज़,
4057	ज़बानदराज़ी,
4058	ज़ब्त कर,
4059	ज़ब्ती,
4060	ज़मींदारी,
4061	ज़मीनदार,
4062	ज़मीरफ़रोश,
4063	ज़रख़ेज़ी,
4064	ज़रब,
4065	ज़राज़रा,
4066	ज़रियाये,
4067	ज़रुर,
4068	ज़रुरत,
4069	ज़रुरियात,
4070	ज़रुरी,
4071	ज़रूरत हो,
4072	ज़र्क-बर्क़,
4073	ज़र्दी,
4074	ज़लालत,
4075	ज़हमत,
4076	ज़हरबाद,
4077	ज़हरमोहरा,
4078	ज़हाज़ का पिछला भाग,
4079	ज़ाब्ता,
4080	ज़ायद,
4081	ज़ाया,
4082	ज़ारी कर,
4083	ज़ारी न रख,
4084	ज़ारी न रह,
4085	ज़ालिमाना,
4086	ज़ालिस,
4087	ज़िंदादिली,
4088	ज़िप,
4089	ज़ियाफत,
4090	ज़ियारतती,
4091	ज़ीट,
4092	ज़ुआरी,
4093	ज़ुनून,
4094	ज़ेब्रा,
4095	ज़ेर,
4096	ज़ेहनियत,
4097	ज़ैतून,
4098	ज़ोर की आवाज़,
4099	ज़ोर दे,
4100	ज़ोर देकर कह,
4101	ज़ोर देकर कहना,
4102	ज़ोर पकड़,
4103	ज़ोर से खींच,
4104	ज़ोर से पकड़,
4105	ज़ोर से बोल,
4106	ज़ोर-शोर,
4107	ज़ोरज़बरदस्ती,
4108	ज़ोरशोर,
4109	ज़ोरसे मार,
4110	ज़ोरावर,
4111	ज़्यादा चल,
4112	जा-बेजा,
4113	जाँगलू,
4114	जाँच कर पता लगा,
4115	जाँच कर,
4116	जाँच करने वाला,
4117	जाँच कर्ता,
4118	जाँच पडताल कर,
4119	जाँच परिणाम,
4120	जाँचपड़ताल,
4121	जाँचपरख,
4122	जाकर ला,
4123	जाग,
4124	जागरित,
4125	जागरुक,
4126	जागरुकता,
4127	जागरूकता एवं बुद्दिमत्ता भरा तरीका,
4128	जागीर,
4129	जागीरदारी,
4130	जागीरप्रबन्धक,
4131	जागे हुए,
4132	जाग्रत कर,
4133	जाग्रति,
4134	जाज्वल्यमान,
4135	जाड़ा काट,
4136	जातपाँत,
4137	जाति का,
4138	जातिधर्म,
4139	जातिबहिष्कार,
4140	जातिबहिष्कृत,
4141	जातिविज्ञान,
4142	जादू कर,
4143	जादूचलित शव,
4144	जादूटोना,
4145	जान पड़,
4146	जानदार पार्टी नृत्य आदि,
4147	जानपद,
4148	जानबीमा,
4149	जानवरों का बाड़ा,
4150	जानवरों का समूह,
4151	जानवरों के शरीर की ऊन,
4152	जानशीन,
4153	जानशीनी,
4154	जानिब,
4155	जानिबदार,
4156	जाने की आज्ञा दे,
4157	जापा,
4158	जापान की मिलिटरी का सदस्य,
4159	जापान की मिलिटरी,
4160	जापानी भोजन,
4161	जाफ़री,
4162	जामन,
4163	जारजता,
4164	जारी रख,
4165	जारी रह,
4166	जाल बिछाना,
4167	जाल लगा,
4168	जालक,
4169	जालपाद,
4170	जालसाज़,
4171	जालसाज़ी कर,
4172	जालसाज़ी,
4173	जालिका,
4174	जाली के दस्ताने,
4175	जाली बना,
4176	जालीदार झूला,
4177	जिंजर,
4178	जिंस,
4179	जिंसवार,
4180	जिगरा,
4181	जितेंद्रिय,
4182	जिन्न,
4183	जिमनास्टिक,
4184	जिरगा,
4185	जिलाधिकारी,
4186	जिल्ददार,
4187	जिल्दबंदी,
4188	जिल्दसाज़,
4189	जिल्दसाज़ी,
4190	जिव्हा,
4191	जिव्हालोलुप,
4192	जिस दिशा से वायु चलती है,
4193	जिस समय सुनसान हो,
4194	जिसका नवीनकरण सम्भव हो,
4195	जिसकी अपेक्षा न हो,
4196	जिसको पत्र लिखा जाए,
4197	जिसमे रेडियो सक्रीयता हो,
4198	जिससे इन्कार न हो,
4199	जिसे उधार दिया जा सके,
4200	जिसे टाला न जा सके,
4201	जी उठ,
4202	जी उबा,
4203	जी ऊबनेवाला,
4204	जी घिना,
4205	जीजा,
4206	जीत ले,
4207	जीतने वाला,
4208	जीने योग्य,
4209	जीर्णता,
4210	जीर्णोध्दार,
4211	जीवघातक,
4212	जीवघाती,
4213	जीवत्व,
4214	जीवन का अंग,
4215	जीवन रहित,
4216	जीवन संचार कर,
4217	जीवन-वृत्तांत,
4218	जीवनक्रम,
4219	जीवनचरित,
4220	जीवनचरितकार,
4221	जीवनवृत्त,
4222	जीवनशक्ति,
4223	जीवनहेतु,
4224	जीवनी लेखक,
4225	जीवन्मुक्त,
4226	जीवभौतिकी,
4227	जीवरसायन,
4228	जीववासिकी,
4229	जीवविष,
4230	जीववैज्ञानिक,
4231	जीवांकिकी,
4232	जीवाणु जो बढ़कर एक नया प्राणी हो जाता है,
4233	जीवाणु संवर्धन,
4234	जीवाधार,
4235	जीवित रख,
4236	जीवित रह,
4237	जीवोपयोगितावाद,
4238	जीव्यता,
4239	जुLआई,
4240	जुंबिश,
4241	जुगाल,
4242	जुज़,
4243	जुटा पा,
4244	जुड़नार,
4245	जुडा होना,
4246	जुदाजुदा,
4247	जुमेरात,
4248	जुम्मा,
4249	जुलबाज़,
4250	जुलबाज़ी,
4251	जुल्मपसंद,
4252	जूझ,
4253	जूड़ा,
4254	जूता पहना हुआ,
4255	जूते,
4256	जेड,
4257	जेनरेटर,
4258	जेब में रख,
4259	जेबख़र्च,
4260	जैली,
4261	जैवविज्ञान,
4262	जैसी करनी वैसी भरनी,
4263	जैसे को तैसा दे,
4264	जो अलग न हो सके,
4265	जो भी,
4266	जो समाज के भीतर हो,
4267	जोखिम मेँ डाल,
4268	जोखिमी,
4269	जोड,
4270	जोडने का साधन,
4271	जोड़ तोड़ कर,
4272	जोड़-तोड़,
4273	जोड़तोड़,
4274	जोड़ने की क्रिया,
4275	जोड़ा हुआ,
4276	जोड़ी गई वस्तु,
4277	जोडा मिला,
4278	जोडा,
4279	जोतई,
4280	जोतदार,
4281	जोर की चोट या मार,
4282	जोर दे,
4283	जोर लगाकर उठा,
4284	जोर से फेंक कर मार,
4285	जोरु,
4286	जोरुजाँता,
4287	ज्ञान की सीमा,
4288	ज्ञानगोचर,
4289	ज्ञानदाता,
4290	ज्ञानमीमांसा,
4291	ज्ञानवान्,
4292	ज्ञानविषयक,
4293	ज्यादा दाम लगा,
4294	ज्यादा पका दे,
4295	ज्यादा शराब पी,
4296	ज्यामिति,
4297	ज्योँ का त्योँ कर,
4298	ज्योंज्यों,
4299	ज्योतिर्मिति,
4300	ज्वलंत,
4301	ज्वार भाटा वाला,
4302	ज्वालामुखी पहाड़ का मुँह,
4303	झँझरी,
4304	झँझरीदार,
4305	झंकार कर,
4306	झंकार करना,
4307	झंकी,
4308	झंकृत,
4309	झंझटटी,
4310	झंडा खोलना,
4311	झंडाबरदार,
4312	झंप,
4313	झकझक,
4314	झका,
4315	झकोरों में बहना,
4316	झक्कड़,
4317	झक्खड्अ,
4318	झख,
4319	झखझोरना,
4320	झगड़,
4321	झगड़ा कर,
4322	झगड़ाझंटा,
4323	झगड़ाटंटा,
4324	झगड्आ करना,
4325	झगड्आ,
4326	झगड्आलगाऊ,
4327	झज्झर,
4328	झट प्रतिक्रिया,
4329	झट से उठाना,
4330	झट से प्रचारित करना,
4331	झटक,
4332	झटककर खींच,
4333	झटका खाना,
4334	झटके से उछालना,
4335	झटके से खींच,
4336	झटके से खुलना,
4337	झटके से चले जाना,
4338	झटके से तोड्अना,
4339	झटके से दबाना,
4340	झटके से मार,
4341	झटखारना,
4342	झड़झड़ाहट,
4343	झड़पा-झड़पी,
4344	झड्अना,
4345	झड्अप,
4346	झड्ई,
4347	झनक,
4348	झनझ,
4349	झपकी लगना,
4350	झपकी ले,
4351	झपट पड्अना,
4352	झपेट,
4353	झबरा,
4354	झब्बेदार,
4355	झमक,
4356	झमझमा,
4357	झरोखा,
4358	झलमल,
4359	झलमला,
4360	झाँईं,
4361	झाँक,
4362	झाँप,
4363	झाँवाँ,
4364	झाँसापट्टी,
4365	झाग निकल,
4366	झाडन,
4367	झाड़खंड,
4368	झाड़झंखाड़,
4369	झाड़नापोंछ,
4370	झाड़नाफूंक,
4371	झाड़बंध,
4372	झाड़ियों से भरा भूखंड,
4373	झाड़ूबरदार,
4374	झाडी,
4375	झाड्अन,
4376	झापकी ले,
4377	झाबर,
4378	झाबा,
4379	झालरदार,
4380	झिंझरी,
4381	झिड़क,
4382	झिरी,
4383	झिलमिल,
4384	झिलमिला,
4385	झिलमिलाहट,
4386	झींक,
4387	झील का किनारा,
4388	झुँझला,
4389	झुंड में आ,
4390	झुंड में चक्कर काट,
4391	झुक,
4392	झुके हुए कंधे,
4393	झुठला,
4394	झुमका,
4395	झुरझुरी,
4396	झुर्रीदार,
4397	झुलस,
4398	झुलसा दे,
4399	झुला,
4400	झूठ ठहरा,
4401	झूठ बोल,
4402	झूठमूठ,
4403	झूठा ठहरा,
4404	झूठा वैद्य,
4405	झूठे आरोप लगा,
4406	झूमते हुए चल,
4407	झूल,
4408	झूलता,
4409	झूलन खटोला,
4410	झेल,
4411	झोंकाकेदार,
4412	झोंकेदार,
4413	झोंपडी,
4414	झौंरा,
4415	टँगड़ीबाज़,
4416	टँगनी,
4417	टंकलिपि,
4418	टंकविज्ञान,
4419	टंगटा,
4420	टंगडीँ,
4421	टंगस्टटंगस्टनन,
4422	टओअका-हुआ,
4423	टकटोह,
4424	टकरा,
4425	टकराकर छीतरा,
4426	टकराने की ध्वनि,
4427	टकसाली,
4428	टकसालीपन,
4429	टकैत,
4430	टकोर,
4431	टक्कर देना,
4432	टक्कर ले,
4433	टटक,
4434	टटोल,
4435	टठिया,
4436	टनट,
4437	टनटन,
4438	टनाका,
4439	टपकन,
4440	टपकना या टपका,
4441	टपकाव,
4442	टपटप,
4443	टपाटप,
4444	टप्पा खा,
4445	टफी,
4446	टब,
4447	टमटम,
4448	टमटमाहट,
4449	टम्की,
4450	टरका,
4451	टरटरा,
4452	टर्रा,
4453	टल्लेबाज़,
4454	टल्लेबाज़ी,
4455	टसका,
4456	टह,
4457	टहलने,
4458	टहोका,
4459	टह्नीदार,
4460	टाँक,
4461	टांगो,
4462	टांड़्,
4463	टाइफ़यड,
4464	टाइम-पीस,
4465	टाई पिन,
4466	टाईप कर,
4467	टापरा,
4468	टाबर,
4469	टायर के ऊपर का हिस्सा,
4470	टारपीडो,
4471	टाल ,
4472	टाल दे,
4473	टाल मटोल कर,
4474	टालू,
4475	टाल्ने योग्य11,
4476	टिकट लगा,
4477	टिकी,
4478	टिकुली,
4479	टिकौ,
4480	टिक्कस,
4481	टिचन,
4482	टिनबंद,
4483	टिपारी,
4484	टिप्पणी कर,
4485	टिप्पणी करना,
4486	टिप्पस,
4487	टिप्पा,
4488	टिप्पेदार,
4489	टिमटिमा,
4490	टिमटिमाहट,
4491	टिमाक,
4492	टीका लगा,
4493	टीन की चादर से बना कोई बर्तन,
4494	टीपटाप,
4495	टीबा,
4496	टीवी के चेनल,
4497	टुकड़े टुकड़े कर देना या हो जा,
4498	टुकडा,
4499	टुकडाZ करना,
4500	टुटपुँजिया,
4501	टूट जा,
4502	टूट-फूट,
4503	टूटा फूटा जर्जर,
4504	टूटा हुआ तारा,
4505	टूटा हुआ पुराना जहाज,
4506	टूरनामेंट,
4507	टेंटें,
4508	टेक पर रख,
4509	टेकबंदी,
4510	टेकी,
4511	टेकुई,
4512	टेटी,
4513	टेढ़,
4514	टेढ़ा ओर सख्त,
4515	टेढ़ा मेढ़ा रास्ता,
4516	टेढ़ी,
4517	टेढे मेढे चल,
4518	टेना,
4519	टेनिस में,
4520	टेम,
4521	टेलमठेल,
4522	टेलिफोन में गुप्त सुनने के लिए उपकरण,
4523	टेलीप्रिंटर,
4524	टेलीफ़ोन,
4525	टेलीफोन कर,
4526	टेवकी,
4527	टैंकमार,
4528	टोंटी से तरल पदार्थ निकाल,
4529	टोकन,
4530	टोकनी,
4531	टोकरा,
4532	टोटि,
4533	टोड़ी,
4534	टोढ्म्र,
4535	टोनाटोटका,
4536	टोनिक,
4537	टोपीदार,
4538	टोफ़ी,
4539	टोभ,
4540	टोम्टी,
4541	ट्zआडZ,
4542	ट्यूशन,
4543	ट्राइसिकल,
4544	ट्राम जाने की पटरी,
4545	ट्राली,
4546	ट्रेंनिंग,
4547	ट्रेन का डिब्बा,
4548	ट्रैम्पोलीन,
4549	ठंड़,
4550	ठकठका,
4551	ठकुरसुहाती,
4552	ठकुराई,
4553	ठट्ठ,
4554	ठट्ठेबाज़,
4555	ठठोलिया,
4556	ठण्ड,
4557	ठण्डा करना,
4558	ठनठन,
4559	ठनाका,
4560	ठप्पा लगा,
4561	ठसकदार,
4562	ठहर,
4563	ठहरा रह,
4564	ठाँस,
4565	ठाला,
4566	ठिक-ठाक,
4567	ठिठक,
4568	ठिठुरा हुआ,
4569	ठीक कर,
4570	ठीक तरह से,
4571	ठीक रख,
4572	ठीकाकेदार,
4573	ठुकाई,
4574	ठुनक,
4575	ठूँस,
4576	ठूंस,
4577	ठेंगा,
4578	ठेगा,
4579	ठोंक,
4580	ठोंग,
4581	ठोक,
4582	ठोकर खाना या लग,
4583	ठोकर लगा,
4584	ठोस बनना या बना,
4585	ठोस हो,
4586	ठोसपन,
4587	ठौरकुठौर,
4588	डँलर,
4589	डँल्फिन,
4590	डँस,
4591	डंक मार,
4592	डंकदार,
4593	डंका,
4594	डंगर,
4595	डंठल निकल,
4596	डंडवट,
4597	डंडि,
4598	डंबल,
4599	डकार ले,
4600	डगमगा,
4601	डगमगानाहट,
4602	डगमागा,
4603	डच निवासि,
4604	डटा रह,
4605	डट्टा,
4606	डढ़ियल,
4607	डण्डे से मार,
4608	डन्डा,
4609	डफली,
4610	डफ़,
4611	डबल रोटी,
4612	डबो,
4613	डब्बाबंद,
4614	डब्बाबंदी,
4615	डमरु,
4616	डरनेवाला,
4617	डरावनी,
4618	डरावा,
4619	डस,
4620	ड़ंक मार,
4621	डाँक्यूमेन्टरी,
4622	डाँङ,
4623	डाँङी,
4624	डाँडैवाला,
4625	डांट फटकार,
4626	डाइग्नस्टिक्,
4627	डाइटिंग कर,
4628	डाइरेक्टरी,
4629	डाक थैला,
4630	डाक में डाल,
4631	डाक व्यय,
4632	डाक शुल्क,
4633	डाक से भेज,
4634	डाक-ख़र्च,
4635	डाक-ख़ाना,
4636	डाक-घर,
4637	डाक-संबंधी,
4638	डाकख़र्च,
4639	डाकनाव,
4640	डाकभार,
4641	डाका डाल,
4642	डाकिनी,
4643	डाकीय,
4644	डाट लगा,
4645	डाटदार,
4646	डाटा ग्राम,
4647	डाटा संचार,
4648	डाटा सेंटर,
4649	डाटाबेस,
4650	डाढ,
4651	डाढी,
4652	डामर डाल,
4653	डामरदार,
4654	डायनमो,
4655	डायनामाएट,
4656	डायरी लेखक,
4657	डायरेक्टरी,
4658	डायल कर,
4659	डायोड,
4660	डारा,
4661	डार्ट बोर्ड,
4662	डावाँडोल,
4663	डिंग मार,
4664	डिंगी,
4665	डिंभक,
4666	डिक्टेटर,
4667	डिक्टेटरी,
4668	डिक्शनरी,
4669	डिगरीदार,
4670	डिग्रै,
4671	डिजिटल,
4672	डिटर्जन,
4673	डिप्टी,
4674	डिबिया,
4675	डिब्बाबंद,
4676	डिमौन्स्ट्रेशन,
4677	डिम्मक,
4678	डिसमिस,
4679	डिस्को,
4680	डिस्ट्रिक्ट,
4681	डींग मार,
4682	डींग मार्टे हुए,
4683	डींग हाँक,
4684	डील,
4685	डुगडुगी,
4686	डुबकी मार,
4687	डुबा,
4688	डुबाव,
4689	डूब जा,
4690	डूब,
4691	डेंगु,
4692	डेकामीटर,
4693	डेगची,
4694	डेरा-डंडा,
4695	डेराडंडा,
4696	डेषा डाल,
4697	डेषा,
4698	डेसीबल,
4699	डेसीमीटर,
4700	डैफोडिल,
4701	डैमरेज,
4702	डैश,
4703	डोंगी याट्री,
4704	डोकटर,
4705	डोनट,
4706	डोमेन,
4707	डोलर,
4708	डोल्फीन,
4709	डोसा,
4710	डौलडाल,
4711	डौलर,
4712	ड्रम छड़ी,
4713	ड्रम,
4714	ड्राइंग,
4715	ड्रामा,
4716	ड्रेस,
4717	ढँक,
4718	ढँढोरा,
4719	ढका हुआ हो,
4720	ढकेल,
4721	ढकोसलालेबाज़,
4722	ढक्कन लगा,
4723	ढचरा,
4724	ढनम,
4725	ढल,
4726	ढलक,
4727	ढलाईख़ाना,
4728	ढलाईगर,
4729	ढलाईघर,
4730	ढलुआ पठार,
4731	ढलुआँ,
4732	ढलैया,
4733	ढ़क ले,
4734	ढ़लान,
4735	ढ़ाँचा,
4736	ढ़ाढ़स बाँध,
4737	ढ़ाल,
4738	ढ़ीला पड़,
4739	ढ़ीला,
4740	ढ़ेर,
4741	ढाँचाबंदी,
4742	ढाँप,
4743	ढाड़स,
4744	ढालू टीला,
4745	ढील दे,
4746	ढीला कर,
4747	ढीलाढाला,
4748	ढीली पतलून,
4749	ढीले ढाले,
4750	ढुलक,
4751	ढुलमुलपन,
4752	ढुलमुलयक़ीन,
4753	ढूँढ,
4754	ढूँढ़,
4755	ढूंढ़,
4756	ढेगची,
4757	ढेर लग,
4758	ढेर लगा,
4759	ढो,
4760	ढोंगबाज़,
4761	ढोल बजा,
4762	ढोलककिया,
4763	ढोला,
4764	तंग कपडे,
4765	तंग कर,
4766	तंग करने वाला,
4767	तंग कोठरी,
4768	तंग घाटी,
4769	तंग हो,
4770	तंजौर,
4771	तंतुक,
4772	तंद्रिल,
4773	तंबीह,
4774	तंबूर,
4775	तईयार,
4776	तकरीबन रूप से,
4777	तकलीफ़ कर,
4778	तकलीफ़,
4779	तकल्लुक,
4780	तकल्लुक़,
4781	तकल्लुफ़,
4782	तक़ाज़ा,
4783	तकाज़ा कर,
4784	तकाज़ा,
4785	तकियाकलाम,
4786	तकुआ,
4787	तख़लिया,
4788	तख़्तनशीन,
4789	तख़्तनशीनी,
4790	तख्ती,
4791	तख्ते-ताऊस,
4792	तगड़ा गूनाफा,
4793	तगा,
4794	तज़किरा,
4795	तट की समुद्री लहरें,
4796	तटी,
4797	तड़ाक,
4798	तड़ाका,
4799	तड़ातड़,
4800	तड़ीबाज़,
4801	तडाका,
4802	ततिम्मा,
4803	तत्त्वतः,
4804	तत्त्वदृष्टि,
4805	तत्त्वमीमांसक,
4806	तत्त्वमीमांसा,
4807	तत्त्वांतरण,
4808	तत्त्वावधान,
4809	तत्पाती,
4810	तत्सम,
4811	तथा,
4812	तथ्यो,
4813	तदनुभूति,
4814	तदपि,
4815	तनक़ीह,
4816	तनख़ाहदार,
4817	तनज्जुली,
4818	तनाव आ,
4819	तनाव कम कर,
4820	तनाव मुक्त,
4821	तनावपूर्व,
4822	तनीदार,
4823	तनूकरण,
4824	तन्वंगी,
4825	तपस्या कर,
4826	तपाकर गढ़,
4827	तपोवन,
