	hn_wx	hn_utf	conc_eng	conc_hn	hn_ex
562	cAraNa_2	चारण_2	grazing_2	राजाओं आदि के यश और कीर्ति का वर्णन करनेवाला व्यक्ति	"""राजा ने प्रसन्न होकर चारण को अपना मंत्री बना लिया ।"""
563	cAraNa_2	चारण_2	grazing_2	राजाओं आदि के यश और कीर्ति का वर्णन करनेवाला व्यक्ति	"""राजा ने प्रसन्न होकर चारण को अपना मंत्री बना लिया ।"""
564	carciwa_1	चर्चित_1	discussed_1	जिसकी चर्चा हुई हो	"""चर्चित प्रकरण पर फिर से चर्चा करने की आवश्यकता नहीं है ।"""
565	carciwa_2	चर्चित_2	mentioned_4	जिसकी चर्चा हुई हो	"""चर्चित प्रकरण पर फिर से चर्चा करने की आवश्यकता नहीं है ।"""
566	carciwa_3	चर्चित_3	smeared_1	जिसकी चर्चा हुई हो	"""चर्चित प्रकरण पर फिर से चर्चा करने की आवश्यकता नहीं है ।"""
567	carciwa_4	चर्चित_4	anointed_1	जिसकी चर्चा हुई हो	"""चर्चित प्रकरण पर फिर से चर्चा करने की आवश्यकता नहीं है ।"""
568	CarrA_1	छर्रा_1	gunshot_1	छोटा कंकड़	"""पथरीले रास्ते में खाली पैर चलने पर कंकड़ी चुभती है ।"""
569	CarrA_1	छर्रा_1	gunshot_1	धातु की बारीक गोली	"""उसने अपने बंदूक में छर्रे भर दिए हैं ।"""
570	casakA_1	चसका_1	proclivity_1	किसी काम या बात से मिलने वाले सुख के कारण बार-बार वैसा ही सुख पाने के लिए मन में होनेवाली लालसापूर्ण प्रवृत्ति	"""आजकल उसके पढ़ने के चस्के को देखकर सब प्रसन्न हैं ।"""
571	casakA_2	चसका_2	addiction_4	किसी काम या बात से मिलने वाले सुख के कारण बार-बार वैसा ही सुख पाने के लिए मन में होनेवाली लालसापूर्ण प्रवृत्ति	"""आजकल उसके पढ़ने के चस्के को देखकर सब प्रसन्न हैं ।"""
572	casakA_3	चसका_3	vice_11	किसी काम या बात से मिलने वाले सुख के कारण बार-बार वैसा ही सुख पाने के लिए मन में होनेवाली लालसापूर्ण प्रवृत्ति	"""आजकल उसके पढ़ने के चस्के को देखकर सब प्रसन्न हैं ।"""
573	caskA_1	चस्का_1	addiction_8	किसी काम या बात से मिलने वाले सुख के कारण बार-बार वैसा ही सुख पाने के लिए मन में होनेवाली लालसापूर्ण प्रवृत्ति	"""आजकल उसके पढ़ने के चस्के को देखकर सब प्रसन्न हैं ।"""
574	CatapatA_1	छटपटा_1	writhe_1	शारीरिक या मानसिक वेदना के कारण व्याकुल होना	"""वह अत्यधिक बुखार से तड़प रहा है ।"""
575	CawanAra_1	छतनार_1	plants_1	जिसकी शाखाएँ छाते के समान फैली हुई हों	"""खिरनी एक छतनार वृक्ष है ।"""
576	CawanAra_2	छतनार_2	sparse_1	जिसकी शाखाएँ छाते के समान फैली हुई हों	"""खिरनी एक छतनार वृक्ष है ।"""
577	CAwrA_1	छात्रा_1	schoolgirl_1	वह जो विद्या अर्जन या ग्रहण करती हो	"""इस विद्यालय की एक छात्रा ने दसवीं की वार्षिक परीक्षा में राज्य में प्रथम स्थान प्राप्त किया है ।"""
578	Cawra_1	छत्र_1	umbrella_2	राजचिन्ह के रूप में राजाओं आदि पर लगाया जानेवाला बड़ा छाता	"""प्राचीन काल में छत्रपति राजा छत्र धारण करते थे ।"""
579	Cawra_1	छत्र_1	umbrella_2	देवों की मूर्तियों के ऊपर लगाई जानेवाली धातु की छतरी	"""इस मंदिर में प्रत्येक मूर्ति के ऊपर सोने का छत्र लगा हुआ है ।"""
580	Cawrapawi_1	छत्रपति_1	king_18	वह गौरवशाली राजा जो प्रतीक चिह्न के रूप में छत्र लगाता था	"""छत्रपतियों में से एक शिवाजी महाराज भी थे ।"""
581	Cawrapawi_1	छत्रपति_1	king_18	छत्र धारण करनेवाला	"""प्रजा छत्रपति राजा के दर्शन के लिए आतुर थी ।"""
582	Cawrapawi_2	छत्रपति_2	ruler_11	वह गौरवशाली राजा जो प्रतीक चिह्न के रूप में छत्र लगाता था	"""छत्रपतियों में से एक शिवाजी महाराज भी थे ।"""
583	Cawrapawi_2	छत्रपति_2	ruler_11	छत्र धारण करनेवाला	"""प्रजा छत्रपति राजा के दर्शन के लिए आतुर थी ।"""
584	CawraXara_1	छत्रधर_1	umbrella-bearer_1	वह जो राजाओं पर छत्र लगाता हो	"""छत्रधर राजा के पीछे-पीछे छत्र लगाये चल रहा था ।"""
585	CawraXara_1	छत्रधर_1	umbrella-bearer_1	वह जो राजाओं पर छत्र लगाता हो	"""छत्रधर राजा के पीछे-पीछे छत्र लगाये चल रहा था ।"""
586	CawraXArI_1	छत्रधारी_1	umbrella-bearer_2	वह जो राजाओं पर छत्र लगाता हो	"""छत्रधर राजा के पीछे-पीछे छत्र लगाये चल रहा था ।"""
587	CawraXArI_1	छत्रधारी_1	umbrella-bearer_2	वह गौरवशाली राजा जो प्रतीक चिह्न के रूप में छत्र लगाता था	"""छत्रपतियों में से एक शिवाजी महाराज भी थे ।"""
588	CawraXArI_1	छत्रधारी_1	umbrella-bearer_2	छत्र धारण करनेवाला	"""प्रजा छत्रपति राजा के दर्शन के लिए आतुर थी ।"""
589	CawraXArI_1	छत्रधारी_1	umbrella-bearer_2	वह जो राजाओं पर छत्र लगाता हो	"""छत्रधर राजा के पीछे-पीछे छत्र लगाये चल रहा था ।"""
590	CawraXArI_1	छत्रधारी_1	umbrella-bearer_2	वह गौरवशाली राजा जो प्रतीक चिह्न के रूप में छत्र लगाता था	"""छत्रपतियों में से एक शिवाजी महाराज भी थे ।"""
591	CawraXArI_1	छत्रधारी_1	umbrella-bearer_2	छत्र धारण करनेवाला	"""प्रजा छत्रपति राजा के दर्शन के लिए आतुर थी ।"""
592	cAzxA_1	चाँदा_1	protractor_1	ज्यामिति में धातु, प्लास्टिक आदि का अर्ध-वृत्ताकार एक उपकरण जिससे कोण आदि नापे जाते हैं	"""कोण नापने के लिए या विशिष्ट अंश का कोण बनाने के लिए चांदा का उपयोग किया जाता है ।"""
593	cAzxamArI_1	चाँदमारी_1	range_11	किसी तल पर बने हुए बिन्दुओं पर गोली चलाने या निशाना लगाने का अभ्यास	"""सैनिक मैदान में चाँदमारी कर रहे हैं ।"""
594	cAzxamArI_2	चाँदमारी_2	shooting_1	किसी तल पर बने हुए बिन्दुओं पर गोली चलाने या निशाना लगाने का अभ्यास	"""सैनिक मैदान में चाँदमारी कर रहे हैं ।"""
595	cEwya_1	चैत्य_1	monastery_1	बौद्धों का वह पुण्य स्थल जहाँ प्रार्थना करने के लिए बड़ा कक्ष और स्तूप होता है	"""हम पिछले हफ्ते कार्ला का चैत्य देखने गए थे ।"""
596	CidZakA_1	छिड़का_1	dredge_1	छिड़कने का काम दूसरे से कराना	"""किसान ने खेत में दवा छिड़कवाया ।"""
597	cilamabaraxAra_1	चिलमबरदार_1	flunkeyism_1	वह जो हुक्का या चिलम भरकर पीनेवाले को दे	"""चिलमबरदार चिलम भरकर खुद ही कश लेने लगा ।"""
598	cilamabaraxAra_2	चिलमबरदार_2	servitude_1	वह जो हुक्का या चिलम भरकर पीनेवाले को दे	"""चिलमबरदार चिलम भरकर खुद ही कश लेने लगा ।"""
599	cilamacI_1	चिलमची_1	basin_4	देग के आकार का एक बरतन	"""चिलमची में हाथ-मुँह धोते हैं ।"""
600	cImadZapana_1	चीमड़पन_1	toughness_2	चीमड़ होने की अवस्था या भाव	"""बेंत की लकड़ी में चीमड़पन होता है ।"""
601	cImadZapana_2	चीमड़पन_2	hardness_5	चीमड़ होने की अवस्था या भाव	"""बेंत की लकड़ी में चीमड़पन होता है ।"""
602	cImadZapana_3	चीमड़पन_3	stiffness_6	चीमड़ होने की अवस्था या भाव	"""बेंत की लकड़ी में चीमड़पन होता है ।"""
603	cipakU_1	चिपकू_1	sticker_1	जो जल्दी किसी बात या व्यक्ति का पीछा न छोड़ता हो या किसी बात या व्यक्ति के पीछे पड़ा रहने वाला	"""चिपकू भाईसाहब से पीछा छुड़ाने की कोई तरकीब बताइए ।"""
604	cippI_1	चिप्पी_1	label_1	किसी वस्तु आदि के ऊपर लगी हुई वह वस्तु जिसपर कुछ लिखा होता है या चिह्न आदि बने होते हैं जिससे उस वस्तु के बारे में यानि उसका मूल्य, कंपनी का नाम आदि का पता चलता है	"""हमें कोई भी वस्तु खरीदने से पहले लेबल को ठीक तरह से देख लेना चाहिए ।"""
605	cippI_1	चिप्पी_1	label_1	एक छोटा चिपटा टुकड़ा जो किसी चीज के सूख जाने पर उसकी ऊपरी तल में से कुछ अलग हो रहा हो या निकल चला हो	"""वह लकड़ी के चिप्पड़ को जला रहा है ।"""
606	cippI_1	चिप्पी_1	label_1	ऊपर से चिपकाई, लगाई या सटाई जानेवाली कोई चपटी चीज	"""उसने छेद बंद करने के लिए उस पर चिप्पी लगा दी ।"""
607	cippI_2	चिप्पी_2	paster_1	किसी वस्तु आदि के ऊपर लगी हुई वह वस्तु जिसपर कुछ लिखा होता है या चिह्न आदि बने होते हैं जिससे उस वस्तु के बारे में यानि उसका मूल्य, कंपनी का नाम आदि का पता चलता है	"""हमें कोई भी वस्तु खरीदने से पहले लेबल को ठीक तरह से देख लेना चाहिए ।"""
608	cippI_2	चिप्पी_2	paster_1	एक छोटा चिपटा टुकड़ा जो किसी चीज के सूख जाने पर उसकी ऊपरी तल में से कुछ अलग हो रहा हो या निकल चला हो	"""वह लकड़ी के चिप्पड़ को जला रहा है ।"""
609	cippI_2	चिप्पी_2	paster_1	ऊपर से चिपकाई, लगाई या सटाई जानेवाली कोई चपटी चीज	"""उसने छेद बंद करने के लिए उस पर चिप्पी लगा दी ।"""
610	cirAga_1	चिराग_1	lamp_11	प्रकाश करने के लिए बना धातु, मिट्टी आदि का वह पात्र जिसमें तेल और बत्ती डालकर बत्ती को जलाई जाती है	"""शाम होते ही गाँवों में दीपक जल जाते हैं ।"""
611	cirAga_1	चिराग_1	lamp_11	अपने कुल, जाति, परिवार आदि की कीर्ति, यश या शोभा बढ़ाने वाला व्यक्ति	"""दीपक पूरे समाज के लिए प्ररेक होते हैं ।"""
612	cirAgZa_1	चिराग़_1	lamp_1	प्रकाश करने के लिए बना धातु, मिट्टी आदि का वह पात्र जिसमें तेल और बत्ती डालकर बत्ती को जलाई जाती है	"""शाम होते ही गाँवों में दीपक जल जाते हैं ।"""
613	cirAgZa_2	चिराग़_2	light_4	प्रकाश करने के लिए बना धातु, मिट्टी आदि का वह पात्र जिसमें तेल और बत्ती डालकर बत्ती को जलाई जाती है	"""शाम होते ही गाँवों में दीपक जल जाते हैं ।"""
614	cirAyawA_1	चिरायता_1	chirata_1	ऊँचाई पर मिलनेवाला एक औषधीय झाड़ जो दो से चार फुच ऊँचा और एकवर्षी या द्विवर्षी होता है	"""चिरायता मूल रूप से नेपाल में पाया जाता है ।"""
615	cita_1	चिट_1	chit_1	कागज़ का कम चौड़ा और अधिक लंबा टुकड़ा जिस पर कुछ लिखा हो	"""उसने पर्चे पर आवश्यक वस्तुओं की एक सूची बनाई ।"""
616	CitakA_1	छिटका_1	spread_15	पालकी के ओहार का वह भाग जिसमें से घुसते,निकलते या देखते हैं	"""दुल्हन छिटका हटाकर पालकी से झाँक रही है ।"""
617	cobA_1	चोबा_1	nail_2	तंबू या शामियाना खड़ा करने का डंडा	"""विवाह उत्सव समाप्त होते ही लोग चोबा उखाड़ने लगे ।"""
618	cOharA_1	चौहरा_1	fourfold_1	जिसमें चार लड़े हों	"""उसने चौलड़ी माला पहनी है ।"""
619	cOharA_1	चौहरा_1	fourfold_1	जिसमें चार परतें हों	"""चौहरी दरी की परतें खोल दो ।"""
620	cOharA_2	चौहरा_2	quadruplicate_1	जिसमें चार लड़े हों	"""उसने चौलड़ी माला पहनी है ।"""
621	cOharA_2	चौहरा_2	quadruplicate_1	जिसमें चार परतें हों	"""चौहरी दरी की परतें खोल दो ।"""
622	coMcalebAjZI_1	चोंचलेबाज़ी_1	coquetry_11	नखरा दिखाने का काम	"""नखरेबाजी बंद करो और पढ़ने बैठ जाओ ।"""
623	cOMrI_1	चौंरी_1	whisk_3	सुरागाय के पूँछ के बालों को डंडी में बाँधकर बनाया हुआ उपकरण	"""चामर राजाओं,देव मूर्तियों के ऊपर डुलाया जाता है ।"""
624	corabAjZAra_1	चोरबाज़ार_1	black-market_1	ऐसा बाज़ार जहाँ चोरी-छुपे या चोरी का माल बेचा जाए	"""रमेश ने चोर बाजार से एक गाड़ी खरीदी ।"""
625	corabAjZAra_1	चोरबाज़ार_1	black-market_1	ऐसा बाज़ार जहाँ चोरी-छुपे या चोरी का माल बेचा जाए	"""रमेश ने चोर बाजार से एक गाड़ी खरीदी ।"""
626	corabAjZArI_1	चोरबाज़ारी_1	black-marketing_1	चोरी से खरीदने या बेचने की क्रिया	"""वह चोर बाजारी करते हुए पकड़ा गया ।"""
627	corabAjZArI_1	चोरबाज़ारी_1	black-marketing_1	चोरी से खरीदने या बेचने की क्रिया	"""वह चोर बाजारी करते हुए पकड़ा गया ।"""
628	cOraMgA_1	चौरंगा_1	four-coloured_1	जिसमें चार रंग हों या चार रंगोंवाला	"""वह चौरंगा कपड़ा पहने हुए था ।"""
629	coraxaravAjA_1	चोरदरवाजा_1	trap-door_1	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है	"""शत्रु को गुप्त द्वार की भनक लग गई और वह उसी रास्ते से महल में प्रवेश हो गया ।"""
630	coraxaravAjA_1	चोरदरवाजा_1	trap-door_1	किसी घर के पीछे की ओर का गुप्त या छिपा द्वार	"""पुलिस के आने की खबर सुनते ही मनोहर चोरदरवाजे से निकल गया ।"""
631	coraxaravAjA_1	चोरदरवाजा_1	trap-door_1	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है	"""शत्रु को गुप्त द्वार की भनक लग गई और वह उसी रास्ते से महल में प्रवेश हो गया ।"""
632	coraxaravAjA_1	चोरदरवाजा_1	trap-door_1	किसी घर के पीछे की ओर का गुप्त या छिपा द्वार	"""पुलिस के आने की खबर सुनते ही मनोहर चोरदरवाजे से निकल गया ।"""
633	coraxvAra_1	चोरद्वार_1	trap-door_2	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है	"""शत्रु को गुप्त द्वार की भनक लग गई और वह उसी रास्ते से महल में प्रवेश हो गया ।"""
634	coraxvAra_1	चोरद्वार_1	trap-door_2	किसी घर के पीछे की ओर का गुप्त या छिपा द्वार	"""पुलिस के आने की खबर सुनते ही मनोहर चोरदरवाजे से निकल गया ।"""
635	coraxvAra_1	चोरद्वार_1	trap-door_2	महलों आदि में बना वह गुप्त या छिपा द्वार जो सार्वजनिक नहीं होता है और जिसके बारे में सिर्फ वहाँ रहनेवाले कुछ ख़ास लोगों को पता होता है	"""शत्रु को गुप्त द्वार की भनक लग गई और वह उसी रास्ते से महल में प्रवेश हो गया ।"""
636	coraxvAra_1	चोरद्वार_1	trap-door_2	किसी घर के पीछे की ओर का गुप्त या छिपा द्वार	"""पुलिस के आने की खबर सुनते ही मनोहर चोरदरवाजे से निकल गया ।"""
637	cOXarI_1	चौधरी_1	chief_5	एक आदरसूचक उपाधि	"""चौधरी चरण सिंह एक अच्छे नेता थे ।"""
638	cOXarI_1	चौधरी_1	chief_5	किसी विशेष समाज या बिरादरी का प्रधान जो प्रायः विवाद आदि हल करता और लोगों को सलाह आदि देता है	"""आज भी कुछ आदिवासी जातियों में फैसले चौधरी ही करता है ।"""
639	cOXarI_2	चौधरी_2	chieftain_1	एक आदरसूचक उपाधि	"""चौधरी चरण सिंह एक अच्छे नेता थे ।"""
640	cOXarI_2	चौधरी_2	chieftain_1	किसी विशेष समाज या बिरादरी का प्रधान जो प्रायः विवाद आदि हल करता और लोगों को सलाह आदि देता है	"""आज भी कुछ आदिवासी जातियों में फैसले चौधरी ही करता है ।"""
641	cOXarI_3	चौधरी_3	headman_2	एक आदरसूचक उपाधि	"""चौधरी चरण सिंह एक अच्छे नेता थे ।"""
642	cOXarI_3	चौधरी_3	headman_2	किसी विशेष समाज या बिरादरी का प्रधान जो प्रायः विवाद आदि हल करता और लोगों को सलाह आदि देता है	"""आज भी कुछ आदिवासी जातियों में फैसले चौधरी ही करता है ।"""
643	cU_2	चू_2	drop_5	नापसंदगी या संवेदना प्रकट करने के लिए मुँह से अपने आप निकलने वाला शब्द	"""लिखते समय गलती होते ही उसके मुँह से चू निकला ।"""
644	CuACUwa_1	छुआछूत_1	untouchability_1	धार्मिक और सामाजिक दृष्टियों से किसी अस्पृश्य को न छूने का विचार या भाव	"""ब्राह्मण ने अस्पृश्यता त्यागकर उसे गले से लगा लिया ।"""
645	CuhArA_1	छुहारा_1	date_5	पिंडखजूर का फल जो मेवा के अन्तर्गत आता है	"""चाचाजी ने रोते हुए बच्चे को छुहारा खाने के लिए दिया ।"""
646	cullU_1	चुल्लू_1	handful_4	कुछ लेने अथवा पीने के लिए गहरी की हुई हथेली	"""राहगीर चुल्लू में भरकर पानी पी रहा है ।"""
647	cumakAra_1	चुमकार_1	fondle_1	प्यार जताने के लिए ओठों से निकला हुआ चूमने का सा शब्द	"""माँ की पुचकार सुनकर बच्चा मुस्कुराने लगा ।"""
648	cumakAra_2	चुमकार_2	caress_1	प्यार जताने के लिए ओठों से निकला हुआ चूमने का सा शब्द	"""माँ की पुचकार सुनकर बच्चा मुस्कुराने लगा ।"""
649	cupadZA_1	चुपड़ा_1	besmeared_1	कीचड़ से भरी आँखवाला	"""देख, चुपड़ा आ गया ।"""
650	cupadZA_1	चुपड़ा_1	besmeared_1	किसी गीले पदार्थ की पतली तह लगी हुई	"""वह घी चुपड़ी रोटियाँ ही खाता है ।"""
651	cupadZA_2	चुपड़ा_2	anointed_2	कीचड़ से भरी आँखवाला	"""देख, चुपड़ा आ गया ।"""
652	cupadZA_2	चुपड़ा_2	anointed_2	किसी गीले पदार्थ की पतली तह लगी हुई	"""वह घी चुपड़ी रोटियाँ ही खाता है ।"""
653	cupadZA_3	चुपड़ा_3	greasy_2	कीचड़ से भरी आँखवाला	"""देख, चुपड़ा आ गया ।"""
654	cupadZA_3	चुपड़ा_3	greasy_2	किसी गीले पदार्थ की पतली तह लगी हुई	"""वह घी चुपड़ी रोटियाँ ही खाता है ।"""
655	cutiyA_1	चुटिया_1	braid_4	बालों का वह गुच्छा जो हिंदू लोग सिर के ऊपरी मध्य भाग में रखते हैं	"""आज-कल के अधिकांश हिंदू चुटिया नहीं रखते ।"""
656	dAkinI_1	डाकिनी_1	lamia_1	एक प्रकार की चुड़ैल	"""तांत्रिक ने बताया की मनोरमा को एक डाइन ने पकड़ लिया है ।"""
657	Dalaka_1	ढलक_1	roll_7	गिरकर बहना	"""लोटे का पानी ढरक गया ।"""
658	DalEyA_1	ढलैया_1	founder_1	ढालने वाला व्यक्ति	"""ढलैया ने तेल को इधर-उधर छलका दिया है ।"""
659	daMkA_1	डंका_1	kettledrum_3	एक प्रकार का बड़ा नगाड़ा	"""समर-भूमि में युद्ध शुरू होने के समय डंके बजने लगे ।"""
660	daPalI_1	डफली_1	tabor_1	चमड़ा मढ़ा हुआ एक प्रकार का छोटा बाजा	"""वह डफली बजाने में निपुण है ।"""
661	degacI_1	डेगची_1	saucepan_2	छोटा पतीला	"""भाभीजी पतीली में चाय बना रही हैं ।"""
662	dibiyA_1	डिबिया_1	box_9	छोटा डिब्बा	"""उसने डिबिया से जर्दा निकाला और मुँह में डाल लिया ।"""
663	DolA_1	ढोला_1	centring_1	सफ़ेद लंबा कीड़ा जिसके पैर नहीं होते	"""सड़े हुए फलों तथा सब्जियों में पिल्लू पड़ जाते हैं ।"""
664	DolA_1	ढोला_1	centring_1	लकड़ी का बना वह आधार जिस पर छत ढाली जाती है	"""ढूला का मज़बूत होना आवश्यक है ।"""
665	DolA_1	ढोला_1	centring_1	सफ़ेद लंबा कीड़ा जिसके पैर नहीं होते	"""सड़े हुए फलों तथा सब्जियों में पिल्लू पड़ जाते हैं ।"""
666	DolA_1	ढोला_1	centring_1	लकड़ी का बना वह आधार जिस पर छत ढाली जाती है	"""ढूला का मज़बूत होना आवश्यक है ।"""
667	dola_1	डोल_1	skip_2	लोहे का एक गोल पात्र जिससे कुएँ आदि से पानी निकालते हैं	"""पानी भरते समय रस्सी टूट गयी और डोल कुएँ में गिर गया ।"""
668	dola_1	डोल_1	skip_2	एक प्रकार की काली मिट्टी	"""डोल उपजाऊ होती है ।"""
669	dola_2	डोल_2	swing_5	लोहे का एक गोल पात्र जिससे कुएँ आदि से पानी निकालते हैं	"""पानी भरते समय रस्सी टूट गयी और डोल कुएँ में गिर गया ।"""
670	dola_2	डोल_2	swing_5	एक प्रकार की काली मिट्टी	"""डोल उपजाऊ होती है ।"""
671	dola_3	डोल_3	oscillate_2	लोहे का एक गोल पात्र जिससे कुएँ आदि से पानी निकालते हैं	"""पानी भरते समय रस्सी टूट गयी और डोल कुएँ में गिर गया ।"""
672	dola_3	डोल_3	oscillate_2	एक प्रकार की काली मिट्टी	"""डोल उपजाऊ होती है ।"""
673	dola_5	डोल_5	wobble_2	लोहे का एक गोल पात्र जिससे कुएँ आदि से पानी निकालते हैं	"""पानी भरते समय रस्सी टूट गयी और डोल कुएँ में गिर गया ।"""
674	dola_5	डोल_5	wobble_2	एक प्रकार की काली मिट्टी	"""डोल उपजाऊ होती है ।"""
675	dola_6	डोल_6	pail_2	लोहे का एक गोल पात्र जिससे कुएँ आदि से पानी निकालते हैं	"""पानी भरते समय रस्सी टूट गयी और डोल कुएँ में गिर गया ।"""
676	dola_6	डोल_6	pail_2	एक प्रकार की काली मिट्टी	"""डोल उपजाऊ होती है ।"""
677	dosA_1	डोसा_1	dosa_1	एक दक्षिण भारतीय व्यंजन	"""वह सादा डोसा खा रहा है ।"""
678	drama_1	ड्रम_1	drum_1	द्रव आदि रखने का धातु, प्लास्टिक आदि का बड़ा पात्र	"""कपड़े धोने के लिए पीपे का पानी इस्तेमाल कीजिए ।"""
679	drama_2	ड्रम_2	barrel_3	द्रव आदि रखने का धातु, प्लास्टिक आदि का बड़ा पात्र	"""कपड़े धोने के लिए पीपे का पानी इस्तेमाल कीजिए ।"""
680	dresa_1	ड्रेस_1	dress_1	पहनने के वस्त्र	"""आज विद्यालय में सब पारंपरिक पोशाक पहने हैं ।"""
681	dubAva_1	डुबाव_1	drowning_1	इतना गहरा पानी जो तैरकर ही पार किया जा सके	"""तैरना न जानने के कारण वह पैराव में डूब गया ।"""
682	dubAva_1	डुबाव_1	drowning_1	इतना गहरा पानी जो तैरकर ही पार किया जा सके	"""तैरना न जानने के कारण वह पैराव में डूब गया ।"""
683	dugadugI_1	डुगडुगी_1	tom-tom_1	चमड़ा मढ़ा हुआ एक छोटा बाजा जिसे बजाकर किसी बात की घोषणा की जाती है	"""पुराने ज़माने में कोई भी घोषणा डुगडुगी बजाकर दी जाती थी ।"""
684	dugadugI_1	डुगडुगी_1	tom-tom_1	चमड़ा मढ़ा हुआ एक छोटा बाजा जिसे बजाकर किसी बात की घोषणा की जाती है	"""पुराने ज़माने में कोई भी घोषणा डुगडुगी बजाकर दी जाती थी ।"""
685	ekAkAra_1	एकाकार_1	identical_3	मिल-मिलाकर एक होने की अवस्था या भाव	"""शरीर मरता है आत्मा नहीं, आत्मा तो परमात्मा में एकाकार हो जाता है ।"""
686	ekAkAra_2	एकाकार_2	fused_1	मिल-मिलाकर एक होने की अवस्था या भाव	"""शरीर मरता है आत्मा नहीं, आत्मा तो परमात्मा में एकाकार हो जाता है ।"""
687	ekAMkI_1	एकांकी_1	one-act_1	वह नाटक जिसमें केवल एक ही अंक हो	"""मैं एक एकांकी पढ़ रहा हूँ ।"""
688	ekAMwavAsa_1	एकांतवास_1	solitude_3	एकांत या निर्जन स्थान में रहने की क्रिया या भाव	"""वह एकांतवास में है ।"""
689	ekawArA_1	एकतारा_1	monochord_1	सितार की तरह का एक बाजा जिसमें एक ही तार रहता है	"""राम इकतारा बजा रहा है ।"""
690	ekawArA_1	एकतारा_1	monochord_1	जिसे व्यवस्था और गुणवत्ता के आधार पर एक सितारा मिला हो	"""हम एक सितारा फिल्म नहीं देखेंगे ।"""
691	ekAXa_1	एकाध_1	few_2	एक या दो या बहुत कम	"""एकाध घर को छोड़कर सभी घर खाली पड़े हैं ।"""
692	elarjI_1	एलर्जी_1	allergy_1	किसी तत्व से होने वाली अति संवेदनशील प्रतिक्रिया	"""मुझे बैंगन से प्रत्यूर्जता होती है ।"""
693	EMxriya_1	ऐंद्रिय_1	sensual_1	जिसका संबंध इंद्रियों से हो	"""उपनिषदों के अनुसार ऐंद्रिय सुख जीवन का ध्येय नहीं है ।"""
694	EMxriya_1	ऐंद्रिय_1	sensual_1	जो इंद्रियों का विषय हो या जो इंद्रियों के द्वारा जाना या ग्रहण किया जा सके	"""परस्पर विरोधी, परिवर्तनशील एवं नाम रूप का ऐंद्रिय जगत् भ्रामक है ।"""
695	ESa_1	ऐश_1	enjoyment_2	वह अवस्था जिसमें वस्तुओं का उपभोग किया जाए या सुखभोग	"""अब हमारे भोग-विलास के दिन गुज़र गए ।"""
696	ESa_2	ऐश_2	luxury_1	वह अवस्था जिसमें वस्तुओं का उपभोग किया जाए या सुखभोग	"""अब हमारे भोग-विलास के दिन गुज़र गए ।"""
697	EwihAsikawA_1	ऐतिहासिकता_1	historicity_1	ऐतिहासिक होने की अवस्था या भाव	"""आज भी राजस्थान में ऐतिहासिकता की झलक देखने मिलती है ।"""
698	gaca_1	गच_1	mortar_2	किसी नरम वस्तु में किसी कड़ी या पैनी वस्तु के धँसने का शब्द	"""गच की आवाज़ सुनकर मैं पीछे मुड़ी ।"""
699	gaca_1	गच_1	mortar_2	चूने, सीमेंट आदि से बना पक्का फर्श	"""गच पर सुंदर फूल बने हैं ।"""
700	gaca_1	गच_1	mortar_2	चूने और सुर्खी से बना मसाला	"""राजगीर गच का उपयोग फर्श बनाने के लिए कर रहा है ।"""
701	gaca_2	गच_2	plaster_2	किसी नरम वस्तु में किसी कड़ी या पैनी वस्तु के धँसने का शब्द	"""गच की आवाज़ सुनकर मैं पीछे मुड़ी ।"""
702	gaca_2	गच_2	plaster_2	चूने, सीमेंट आदि से बना पक्का फर्श	"""गच पर सुंदर फूल बने हैं ।"""
703	gaca_2	गच_2	plaster_2	चूने और सुर्खी से बना मसाला	"""राजगीर गच का उपयोग फर्श बनाने के लिए कर रहा है ।"""
704	gaca_3	गच_3	stucco_1	किसी नरम वस्तु में किसी कड़ी या पैनी वस्तु के धँसने का शब्द	"""गच की आवाज़ सुनकर मैं पीछे मुड़ी ।"""
705	gaca_3	गच_3	stucco_1	चूने, सीमेंट आदि से बना पक्का फर्श	"""गच पर सुंदर फूल बने हैं ।"""
706	gaca_3	गच_3	stucco_1	चूने और सुर्खी से बना मसाला	"""राजगीर गच का उपयोग फर्श बनाने के लिए कर रहा है ।"""
707	gadZagadZA_1	गड़गड़ा_1	gurgle_1	बड़ा हुक्का	"""पुराने समय में राजा-महाराजा गड़गड़ा पीते थे ।"""
708	gadZagadZA_1	गड़गड़ा_1	gurgle_1	एक प्रकार का हुक्का	"""वह गुड़गुड़ी गुड़गुड़ा रहा है ।"""
709	gaDZAI_1	गढ़ाई_1	moulding_1	गढ़ने का पारिश्रमिक	"""मूर्तिकार इस मूर्ति की गढ़ाई एक हजार माँग रहा है ।"""
